,city,driver_count,type,date,fare,ride_id
117,West Robert,39.0,Urban,1/30/2018 11:32,43.02,7200000000000.0
118,West Robert,39.0,Urban,2/1/2018 11:37,30.94,218000000000.0
119,West Robert,39.0,Urban,3/16/2018 16:27,42.89,3370000000000.0
120,West Robert,39.0,Urban,2/18/2018 11:51,44.97,342000000000.0
121,West Robert,39.0,Urban,2/19/2018 0:53,40.64,5090000000000.0
122,West Robert,39.0,Urban,1/15/2018 8:14,33.91,2160000000000.0
123,West Robert,39.0,Urban,3/10/2018 20:00,6.74,6680000000000.0
124,West Anthony,70.0,Urban,3/6/2018 2:27,10.02,9400000000000.0
125,West Anthony,70.0,Urban,1/23/2018 12:32,23.24,597000000000.0
126,West Anthony,70.0,Urban,2/24/2018 6:14,39.2,8490000000000.0
127,West Anthony,70.0,Urban,3/17/2018 0:30,35.42,4560000000000.0
128,West Anthony,70.0,Urban,1/10/2018 2:31,32.34,1480000000000.0
129,West Anthony,70.0,Urban,4/29/2018 1:12,27.04,4380000000000.0
130,West Anthony,70.0,Urban,4/15/2018 11:02,43.82,4380000000000.0
131,West Anthony,70.0,Urban,4/3/2018 2:42,10.56,3760000000000.0
132,West Anthony,70.0,Urban,4/20/2018 20:13,11.85,4270000000000.0
133,West Anthony,70.0,Urban,2/19/2018 22:53,27.9,4270000000000.0
134,West Anthony,70.0,Urban,3/3/2018 0:24,20.71,7550000000000.0
135,West Anthony,70.0,Urban,2/4/2018 15:04,20.09,4220000000000.0
136,West Anthony,70.0,Urban,1/12/2018 19:38,37.66,410000000000.0
137,West Anthony,70.0,Urban,4/16/2018 1:06,17.47,5710000000000.0
138,West Anthony,70.0,Urban,5/1/2018 17:43,23.76,2930000000000.0
139,West Anthony,70.0,Urban,2/11/2018 5:48,15.55,5990000000000.0
140,West Anthony,70.0,Urban,3/21/2018 1:28,15.64,4750000000000.0
141,West Anthony,70.0,Urban,3/13/2018 8:03,5.03,1180000000000.0
142,West Anthony,70.0,Urban,5/3/2018 4:49,21.38,9170000000000.0
143,West Anthony,70.0,Urban,4/22/2018 8:14,19.95,1210000000000.0
144,West Anthony,70.0,Urban,4/3/2018 1:47,31.6,4970000000000.0
145,West Anthony,70.0,Urban,4/6/2018 2:25,14.3,7570000000000.0
146,West Anthony,70.0,Urban,2/7/2018 16:55,33.51,4160000000000.0
147,West Anthony,70.0,Urban,3/11/2018 12:23,41.37,1130000000000.0
148,West Anthony,70.0,Urban,4/18/2018 23:10,31.16,8480000000000.0
149,West Anthony,70.0,Urban,4/8/2018 6:21,20.83,9580000000000.0
150,West Anthony,70.0,Urban,2/10/2018 9:16,38.54,8950000000000.0
151,West Anthony,70.0,Urban,2/3/2018 18:24,19.66,2910000000000.0
152,West Anthony,70.0,Urban,4/18/2018 8:11,11.2,3220000000000.0
153,West Anthony,70.0,Urban,3/8/2018 10:33,41.3,1150000000000.0
154,West Angela,48.0,Urban,1/12/2018 1:45,26.86,4820000000000.0
155,West Angela,48.0,Urban,1/10/2018 12:17,12.74,2110000000000.0
156,West Angela,48.0,Urban,3/8/2018 1:08,41.06,6200000000000.0
157,West Angela,48.0,Urban,3/10/2018 11:23,27.1,1370000000000.0
158,West Angela,48.0,Urban,1/30/2018 18:08,19.13,2080000000000.0
159,West Angela,48.0,Urban,1/30/2018 18:46,32.31,7290000000000.0
160,West Angela,48.0,Urban,3/1/2018 11:13,30.3,9670000000000.0
161,West Angela,48.0,Urban,2/5/2018 18:53,36.37,7830000000000.0
162,West Angela,48.0,Urban,5/3/2018 9:04,24.07,7810000000000.0
163,West Angela,48.0,Urban,4/14/2018 18:40,32.77,5000000000000.0
164,West Angela,48.0,Urban,3/18/2018 12:08,34.05,5330000000000.0
165,West Angela,48.0,Urban,4/18/2018 12:07,16.18,5770000000000.0
166,West Angela,48.0,Urban,1/27/2018 9:35,9.24,2620000000000.0
167,West Angela,48.0,Urban,3/8/2018 13:24,4.92,5450000000000.0
168,West Angela,48.0,Urban,1/19/2018 0:36,40.4,741000000000.0
169,West Angela,48.0,Urban,4/3/2018 14:44,23.52,4840000000000.0
170,West Angela,48.0,Urban,3/4/2018 17:50,20.72,1780000000000.0
171,West Angela,48.0,Urban,5/5/2018 14:17,23.66,9190000000000.0
172,West Angela,48.0,Urban,1/22/2018 2:28,32.18,4240000000000.0
173,West Angela,48.0,Urban,3/7/2018 10:38,14.8,5020000000000.0
174,West Angela,48.0,Urban,3/20/2018 23:44,23.83,8750000000000.0
175,West Angela,48.0,Urban,1/25/2018 12:19,41.05,4600000000000.0
176,West Angela,48.0,Urban,1/4/2018 20:45,20.33,1920000000000.0
177,West Angela,48.0,Urban,5/1/2018 19:03,23.23,7770000000000.0
178,West Angela,48.0,Urban,2/21/2018 13:51,29.99,4370000000000.0
179,West Angela,48.0,Urban,2/15/2018 8:01,44.12,1960000000000.0
180,West Angela,48.0,Urban,2/22/2018 2:22,19.44,3790000000000.0
181,West Angela,48.0,Urban,1/12/2018 1:55,20.46,5240000000000.0
182,West Angela,48.0,Urban,1/2/2018 9:28,19.81,9740000000000.0
183,West Angela,48.0,Urban,2/22/2018 4:05,23.09,5990000000000.0
184,West Angela,48.0,Urban,3/18/2018 15:57,13.06,7210000000000.0
185,West Angela,48.0,Urban,4/10/2018 17:06,31.03,3520000000000.0
186,West Angela,48.0,Urban,4/11/2018 6:59,29.06,714000000000.0
187,West Angela,48.0,Urban,2/21/2018 8:28,40.55,1830000000000.0
188,West Angela,48.0,Urban,3/17/2018 9:42,23.45,7770000000000.0
189,West Angela,48.0,Urban,2/21/2018 12:29,27.68,792000000000.0
190,West Angela,48.0,Urban,4/13/2018 21:50,28.75,3700000000000.0
191,West Angela,48.0,Urban,4/14/2018 12:28,39.95,7950000000000.0
192,West Angela,48.0,Urban,5/7/2018 1:03,12.35,2050000000000.0
193,Martinezhaven,25.0,Urban,3/19/2018 15:31,5.3,264000000000.0
194,Martinezhaven,25.0,Urban,2/20/2018 19:32,13.34,2760000000000.0
195,Martinezhaven,25.0,Urban,4/18/2018 1:40,34.7,2020000000000.0
196,Martinezhaven,25.0,Urban,4/18/2018 18:37,5.81,2120000000000.0
197,Martinezhaven,25.0,Urban,2/7/2018 21:45,4.31,9330000000000.0
198,Martinezhaven,25.0,Urban,4/14/2018 16:26,32.57,971000000000.0
199,Martinezhaven,25.0,Urban,3/7/2018 12:26,23.55,7390000000000.0
200,Martinezhaven,25.0,Urban,3/12/2018 10:02,21.18,4050000000000.0
201,Martinezhaven,25.0,Urban,2/16/2018 17:25,15.33,9810000000000.0
202,Martinezhaven,25.0,Urban,1/21/2018 1:50,42.75,9060000000000.0
203,Martinezhaven,25.0,Urban,3/11/2018 20:07,7.01,7640000000000.0
204,Martinezhaven,25.0,Urban,2/3/2018 6:15,11.61,3420000000000.0
205,Martinezhaven,25.0,Urban,3/21/2018 7:56,39.26,9870000000000.0
206,Martinezhaven,25.0,Urban,2/15/2018 2:18,15.93,9620000000000.0
207,Martinezhaven,25.0,Urban,4/15/2018 9:17,35.45,4820000000000.0
208,Martinezhaven,25.0,Urban,2/23/2018 0:15,15.48,5950000000000.0
209,Martinezhaven,25.0,Urban,1/10/2018 3:37,23.62,5470000000000.0
210,Martinezhaven,25.0,Urban,2/17/2018 21:48,34.27,234000000000.0
211,Martinezhaven,25.0,Urban,2/14/2018 2:51,27.16,2200000000000.0
212,Martinezhaven,25.0,Urban,5/7/2018 5:55,6.89,3270000000000.0
213,Martinezhaven,25.0,Urban,4/12/2018 6:49,11.55,9310000000000.0
214,Martinezhaven,25.0,Urban,4/13/2018 19:46,40.2,8860000000000.0
215,Martinezhaven,25.0,Urban,2/6/2018 10:58,40.29,4670000000000.0
216,Martinezhaven,25.0,Urban,4/30/2018 0:42,36.07,1520000000000.0
217,Karenberg,22.0,Urban,3/11/2018 17:26,36.15,7800000000000.0
218,Karenberg,22.0,Urban,4/29/2018 20:54,28.41,9050000000000.0
219,Karenberg,22.0,Urban,3/30/2018 11:38,24.64,4540000000000.0
220,Karenberg,22.0,Urban,3/5/2018 1:38,44.1,9230000000000.0
221,Karenberg,22.0,Urban,4/27/2018 14:57,44.73,3800000000000.0
222,Karenberg,22.0,Urban,4/7/2018 16:28,16.11,4810000000000.0
223,Karenberg,22.0,Urban,4/23/2018 21:11,26.92,9690000000000.0
224,Karenberg,22.0,Urban,2/14/2018 14:40,11.06,4340000000000.0
225,Karenberg,22.0,Urban,3/9/2018 14:47,35.68,8630000000000.0
226,Karenberg,22.0,Urban,1/16/2018 13:52,41.26,3360000000000.0
227,Karenberg,22.0,Urban,2/18/2018 19:28,44.08,7220000000000.0
228,Karenberg,22.0,Urban,1/8/2018 13:51,9.5,1450000000000.0
229,Karenberg,22.0,Urban,1/30/2018 10:51,8.79,3830000000000.0
230,Karenberg,22.0,Urban,4/30/2018 21:38,5.7,7640000000000.0
231,Karenberg,22.0,Urban,4/13/2018 5:14,23.73,406000000000.0
232,Karenberg,22.0,Urban,4/24/2018 12:57,34.67,7000000000000.0
233,Karenberg,22.0,Urban,2/19/2018 16:11,12.25,3870000000000.0
234,Barajasview,26.0,Urban,1/15/2018 2:59,19.52,8270000000000.0
235,Barajasview,26.0,Urban,1/23/2018 13:23,37.68,4110000000000.0
236,Barajasview,26.0,Urban,2/8/2018 18:07,24.49,2610000000000.0
237,Barajasview,26.0,Urban,3/1/2018 11:06,28.25,7230000000000.0
238,Barajasview,26.0,Urban,2/19/2018 2:25,26.83,937000000000.0
239,Barajasview,26.0,Urban,4/15/2018 20:37,17.76,8100000000000.0
240,Barajasview,26.0,Urban,5/2/2018 21:02,17.12,4630000000000.0
241,Barajasview,26.0,Urban,4/9/2018 8:10,39.36,1800000000000.0
242,Barajasview,26.0,Urban,2/3/2018 9:58,39.39,9440000000000.0
243,Barajasview,26.0,Urban,3/12/2018 4:54,37.05,1830000000000.0
244,Barajasview,26.0,Urban,3/15/2018 22:44,28.3,1310000000000.0
245,Barajasview,26.0,Urban,3/19/2018 12:17,26.6,5620000000000.0
246,Barajasview,26.0,Urban,1/2/2018 23:23,36.13,8570000000000.0
247,Barajasview,26.0,Urban,1/14/2018 11:00,19.81,2380000000000.0
248,Barajasview,26.0,Urban,5/6/2018 1:06,17.63,9230000000000.0
249,Barajasview,26.0,Urban,4/3/2018 15:25,44.15,9600000000000.0
250,Barajasview,26.0,Urban,1/24/2018 5:58,9.21,1840000000000.0
251,Barajasview,26.0,Urban,3/24/2018 6:34,12.24,767000000000.0
252,Barajasview,26.0,Urban,4/18/2018 8:44,12.35,6120000000000.0
253,Barajasview,26.0,Urban,1/4/2018 9:32,12.25,1660000000000.0
254,Barajasview,26.0,Urban,3/29/2018 1:02,29.55,3840000000000.0
255,Barajasview,26.0,Urban,1/12/2018 23:20,21.64,3010000000000.0
256,Robertport,12.0,Urban,3/6/2018 9:51,6.73,9680000000000.0
257,Robertport,12.0,Urban,3/20/2018 19:11,20.21,9630000000000.0
258,Robertport,12.0,Urban,2/18/2018 15:01,43.47,8000000000000.0
259,Robertport,12.0,Urban,4/3/2018 1:20,15.14,6670000000000.0
260,Robertport,12.0,Urban,2/28/2018 22:50,13.39,681000000000.0
261,Robertport,12.0,Urban,4/19/2018 19:45,39.57,3970000000000.0
262,Robertport,12.0,Urban,2/24/2018 22:01,8.48,2890000000000.0
263,Robertport,12.0,Urban,1/25/2018 1:33,44.75,6710000000000.0
264,Robertport,12.0,Urban,5/3/2018 2:36,31.62,4850000000000.0
265,Robertport,12.0,Urban,3/25/2018 18:55,35.29,7880000000000.0
266,Robertport,12.0,Urban,4/24/2018 23:45,19.73,7440000000000.0
267,Robertport,12.0,Urban,4/27/2018 12:31,41.48,6460000000000.0
268,Robertport,12.0,Urban,4/27/2018 10:55,11.42,9230000000000.0
269,Robertport,12.0,Urban,3/21/2018 5:48,8.2,3400000000000.0
270,Robertport,12.0,Urban,3/26/2018 22:47,13.34,5450000000000.0
271,Robertport,12.0,Urban,2/14/2018 4:42,18.38,9070000000000.0
272,Robertport,12.0,Urban,4/30/2018 23:36,14.81,1470000000000.0
273,Robertport,12.0,Urban,3/17/2018 22:50,14.61,8500000000000.0
274,Robertport,12.0,Urban,4/16/2018 9:48,36.11,5890000000000.0
275,Robertport,12.0,Urban,4/18/2018 6:58,24.48,4270000000000.0
276,Joneschester,39.0,Urban,3/1/2018 18:48,34.71,3340000000000.0
277,Joneschester,39.0,Urban,1/30/2018 17:41,36.78,1660000000000.0
278,Joneschester,39.0,Urban,2/7/2018 18:36,6.34,2610000000000.0
279,Joneschester,39.0,Urban,1/3/2018 5:45,25.47,5540000000000.0
280,Joneschester,39.0,Urban,1/3/2018 1:03,17.97,5440000000000.0
281,Joneschester,39.0,Urban,2/27/2018 8:19,33.34,2390000000000.0
282,Joneschester,39.0,Urban,4/2/2018 4:52,10.52,4970000000000.0
283,Joneschester,39.0,Urban,3/17/2018 22:39,15.35,2310000000000.0
284,Joneschester,39.0,Urban,4/24/2018 13:07,9.78,967000000000.0
285,Joneschester,39.0,Urban,2/16/2018 2:35,9.48,4160000000000.0
286,Joneschester,39.0,Urban,3/9/2018 3:25,39.32,1550000000000.0
287,Joneschester,39.0,Urban,1/15/2018 21:21,13.43,2240000000000.0
288,Joneschester,39.0,Urban,3/12/2018 21:52,21.17,1580000000000.0
289,Joneschester,39.0,Urban,4/22/2018 16:48,9.7,8590000000000.0
290,Joneschester,39.0,Urban,3/10/2018 13:31,22.72,8710000000000.0
291,Joneschester,39.0,Urban,3/10/2018 8:15,27.91,1270000000000.0
292,Joneschester,39.0,Urban,1/26/2018 19:19,13.77,6680000000000.0
293,Joneschester,39.0,Urban,3/13/2018 6:10,27.79,1260000000000.0
294,Joneschester,39.0,Urban,3/28/2018 7:41,7.56,4610000000000.0
295,Joneschester,39.0,Urban,5/5/2018 2:00,21.74,2730000000000.0
296,Joneschester,39.0,Urban,3/4/2018 18:00,41.65,9830000000000.0
297,Joneschester,39.0,Urban,2/17/2018 10:04,10.52,3380000000000.0
298,Joneschester,39.0,Urban,3/19/2018 1:52,42.74,4500000000000.0
299,Joneschester,39.0,Urban,4/13/2018 18:44,27.36,7530000000000.0
300,Joneschester,39.0,Urban,4/20/2018 9:40,30.12,8970000000000.0
301,Leahton,17.0,Urban,2/26/2018 18:42,8.85,6970000000000.0
302,Leahton,17.0,Urban,5/5/2018 10:34,17.05,5850000000000.0
303,Leahton,17.0,Urban,4/2/2018 17:39,22.76,5810000000000.0
304,Leahton,17.0,Urban,2/21/2018 20:37,24.13,6760000000000.0
305,Leahton,17.0,Urban,2/13/2018 11:40,16.79,4740000000000.0
306,Leahton,17.0,Urban,1/27/2018 8:09,29.36,2920000000000.0
307,Leahton,17.0,Urban,2/28/2018 13:10,9.08,8200000000000.0
308,Leahton,17.0,Urban,1/13/2018 0:03,9.37,4670000000000.0
309,Leahton,17.0,Urban,1/8/2018 11:48,39.81,458000000000.0
310,Leahton,17.0,Urban,2/15/2018 17:00,25.84,9240000000000.0
311,Leahton,17.0,Urban,3/6/2018 17:06,41.29,3310000000000.0
312,Leahton,17.0,Urban,3/31/2018 2:08,4.65,2200000000000.0
313,Leahton,17.0,Urban,2/23/2018 1:19,7.08,3740000000000.0
314,Leahton,17.0,Urban,2/4/2018 8:07,15.37,9590000000000.0
315,Leahton,17.0,Urban,2/5/2018 18:06,8.38,5900000000000.0
316,Leahton,17.0,Urban,4/13/2018 10:54,18.25,6160000000000.0
317,Leahton,17.0,Urban,1/15/2018 2:30,21.95,1800000000000.0
318,Leahton,17.0,Urban,2/28/2018 20:02,31.01,2120000000000.0
319,Leahton,17.0,Urban,3/6/2018 20:26,14.87,3840000000000.0
320,Leahton,17.0,Urban,3/3/2018 1:24,43.44,4290000000000.0
321,Leahton,17.0,Urban,3/13/2018 9:17,36.79,6210000000000.0
322,West Christopherberg,32.0,Urban,3/18/2018 17:14,12.64,1060000000000.0
323,West Christopherberg,32.0,Urban,1/17/2018 14:30,9.04,5150000000000.0
324,West Christopherberg,32.0,Urban,1/23/2018 21:23,30.93,5340000000000.0
325,West Christopherberg,32.0,Urban,1/8/2018 8:25,37.78,8770000000000.0
326,West Christopherberg,32.0,Urban,3/21/2018 0:14,43.87,5090000000000.0
327,West Christopherberg,32.0,Urban,3/1/2018 21:33,11.97,6420000000000.0
328,West Christopherberg,32.0,Urban,3/21/2018 2:57,21.41,7700000000000.0
329,West Christopherberg,32.0,Urban,3/27/2018 23:57,21.55,2200000000000.0
330,West Christopherberg,32.0,Urban,3/20/2018 3:04,42.83,6900000000000.0
331,West Christopherberg,32.0,Urban,2/17/2018 3:30,4.4,4350000000000.0
332,West Christopherberg,32.0,Urban,2/19/2018 19:49,40.98,752000000000.0
333,West Christopherberg,32.0,Urban,3/7/2018 20:09,32.27,2180000000000.0
334,West Christopherberg,32.0,Urban,2/10/2018 19:41,8.42,836000000000.0
335,West Christopherberg,32.0,Urban,4/6/2018 13:59,25.31,3280000000000.0
336,West Christopherberg,32.0,Urban,2/9/2018 12:25,33.97,4250000000000.0
337,West Christopherberg,32.0,Urban,1/11/2018 21:37,44.76,2740000000000.0
338,West Christopherberg,32.0,Urban,4/25/2018 6:22,35.39,7480000000000.0
339,West Christopherberg,32.0,Urban,2/8/2018 23:04,14.22,3730000000000.0
340,West Christopherberg,32.0,Urban,2/20/2018 15:23,26.9,1240000000000.0
341,West Christopherberg,32.0,Urban,5/1/2018 12:39,39.8,5350000000000.0
342,West Christopherberg,32.0,Urban,3/10/2018 22:42,7.98,5730000000000.0
343,West Christopherberg,32.0,Urban,4/3/2018 12:01,33.03,1480000000000.0
344,West Christopherberg,32.0,Urban,2/7/2018 1:24,10.91,3730000000000.0
345,West Christopherberg,32.0,Urban,4/19/2018 4:53,22.86,9750000000000.0
346,West Christopherberg,32.0,Urban,4/11/2018 14:46,4.88,7740000000000.0
347,West Christopherberg,32.0,Urban,1/30/2018 8:11,16.85,7340000000000.0
348,Johnton,27.0,Urban,1/17/2018 2:12,32.19,8530000000000.0
349,Johnton,27.0,Urban,1/8/2018 17:33,43.75,195000000000.0
350,Johnton,27.0,Urban,3/27/2018 0:10,18.89,3630000000000.0
351,Johnton,27.0,Urban,4/5/2018 7:12,22.87,1030000000000.0
352,Johnton,27.0,Urban,3/15/2018 8:40,43.5,7130000000000.0
353,Johnton,27.0,Urban,5/2/2018 2:19,32.38,8950000000000.0
354,Johnton,27.0,Urban,2/28/2018 5:42,12.02,6670000000000.0
355,Johnton,27.0,Urban,1/22/2018 13:10,24.17,7410000000000.0
356,Johnton,27.0,Urban,2/26/2018 9:36,18.76,6360000000000.0
